class_id,class_name,sample_index,split,image,label_line,orientation,anchor_visible,anchor_location,ocr_risk,notes
1,RDC,24,train,1775040206432_6639_1124_48-006.jpg,6,,,,,
1,RDC,25,train,1775040206432_6639_1124_48-006.jpg,9,,,,,
1,RDC,26,train,1775040206432_6639_1124_48-006.jpg,11,,,,,
1,RDC,27,train,1775040206432_6639_1187_48-002.jpg,0,,,,,
1,RDC,28,train,1775040206432_6639_1187_48-002.jpg,1,,,,,
1,RDC,29,train,1775040206432_6639_1187_48-002.jpg,2,,,,,
1,RDC,30,train,1775040206432_6639_1187_48-002.jpg,4,,,,,
1,RDC,31,train,1775040206432_6639_1187_48-002.jpg,5,,,,,
1,RDC,32,train,1775040206432_6639_1187_48-002.jpg,6,,,,,
1,RDC,33,train,1775040206432_6639_1187_48-002.jpg,8,,,,,
1,RDC,34,train,1775040214757_1002_1069_61-002.jpg,0,,,,,
1,RDC,35,train,1775040214757_1002_1069_61-002.jpg,1,,,,,
1,RDC,36,train,1775040214757_1002_1069_61-002.jpg,3,,,,,
1,RDC,37,train,1775040214757_1002_1069_61-002.jpg,5,,,,,
1,RDC,38,train,1775040214757_1002_1069_61-002.jpg,7,,,,,
1,RDC,39,train,1775040214757_1002_1069_61-002.jpg,8,,,,,
1,RDC,40,train,1775040214757_1002_1069_61-002.jpg,9,,,,,
1,RDC,41,train,1775040214757_1002_1069_61-002.jpg,10,,,,,
1,RDC,42,train,1775040214757_1002_1069_61-002.jpg,11,,,,,
1,RDC,43,train,1775040214757_1002_1069_61-002.jpg,12,,,,,
1,RDC,44,train,1775040214757_1002_1069_61-002.jpg,13,,,,,
1,RDC,45,train,1775040214757_1002_1069_61-002.jpg,16,,,,,
1,RDC,46,train,1775040222857_1070_1012_43-002.jpg,0,,,,,
1,RDC,47,train,1775040222857_1070_1012_43-002.jpg,2,,,,,
1,RDC,48,train,1775040222857_1070_1012_43-002.jpg,3,,,,,
2,Printed_on_Box,1,train,1775040201462_6672_1023_12-022.jpg,1,,,,,
2,Printed_on_Box,2,train,1775040201462_6672_1023_12-022.jpg,5,,,,,
2,Printed_on_Box,3,train,1775040201462_6672_1023_12-022.jpg,7,,,,,
2,Printed_on_Box,4,train,1775040201462_6672_1023_12-022.jpg,12,,,,,
2,Printed_on_Box,5,train,1775040201462_6672_1023_12-022.jpg,13,,,,,
2,Printed_on_Box,6,train,1775040201462_6672_1023_12-022.jpg,15,,,,,
2,Printed_on_Box,7,train,1775040201462_6672_1023_12-022.jpg,17,,,,,
2,Printed_on_Box,8,train,1775040201462_6672_1055_12-020.jpg,3,,,,,
2,Printed_on_Box,9,train,1775040201462_6672_1055_12-020.jpg,5,,,,,
2,Printed_on_Box,10,train,1775040201462_6672_1055_12-020.jpg,7,,,,,
2,Printed_on_Box,11,train,1775040201462_6672_1055_12-020.jpg,13,,,,,
2,Printed_on_Box,12,train,1775040201462_6672_1055_12-020.jpg,15,,,,,
2,Printed_on_Box,13,train,1775040201462_6672_1055_12-020.jpg,17,,,,,
2,Printed_on_Box,14,train,1775040201462_6672_1055_12-020.jpg,19,,,,,
2,Printed_on_Box,15,train,1775040201462_6672_1055_12-020.jpg,21,,,,,
2,Printed_on_Box,16,train,1775040201462_6672_1055_12-020.jpg,34,,,,,
2,Printed_on_Box,17,train,1775040201462_6672_1055_12-020.jpg,35,,,,,
2,Printed_on_Box,18,train,1775040201462_6672_1055_12-020.jpg,36,,,,,
2,Printed_on_Box,19,train,1775040201462_6672_1055_12-020.jpg,37,,,,,
2,Printed_on_Box,20,train,1775040201462_6672_1055_12-020.jpg,38,,,,,
2,Printed_on_Box,21,train,1775040201462_6672_1055_12-020.jpg,39,,,,,
2,Printed_on_Box,22,train,1775040201462_6672_1055_12-020.jpg,40,,,,,
2,Printed_on_Box,23,train,1775040201462_6672_1055_12-020.jpg,41,,,,,
2,Printed_on_Box,24,train,1775040201462_6672_1055_12-020.jpg,42,,,,,
2,Printed_on_Box,25,train,1775040201462_6672_1055_12-020.jpg,43,,,,,
2,Printed_on_Box,26,train,1775040201462_6672_1055_12-020.jpg,44,,,,,
2,Printed_on_Box,27,train,1775040201462_6672_1055_12-020.jpg,45,,,,,
2,Printed_on_Box,28,train,1775040201462_6672_1055_12-020.jpg,47,,,,,
2,Printed_on_Box,29,train,1775040201462_6672_1055_12-020.jpg,49,,,,,
2,Printed_on_Box,30,train,1775040201462_6672_1055_12-020.jpg,51,,,,,
2,Printed_on_Box,31,train,1775040201462_6672_1055_12-020.jpg,53,,,,,
2,Printed_on_Box,32,train,1775040201462_6672_1055_12-020.jpg,55,,,,,
2,Printed_on_Box,33,train,1775040201462_6672_1055_12-020.jpg,57,,,,,
2,Printed_on_Box,34,train,1775040201462_6672_1055_12-020.jpg,59,,,,,
2,Printed_on_Box,35,train,1775040201462_6672_1055_12-020.jpg,61,,,,,
2,Printed_on_Box,36,train,1775040201462_6672_1055_12-020.jpg,63,,,,,
2,Printed_on_Box,37,train,1775040201462_6672_1055_12-020.jpg,65,,,,,
2,Printed_on_Box,38,train,1775040201462_6672_1055_12-020.jpg,70,,,,,
2,Printed_on_Box,39,train,1775040201462_6672_1055_12-020.jpg,72,,,,,
2,Printed_on_Box,40,train,1775040201462_6672_1055_12-020.jpg,74,,,,,
2,Printed_on_Box,41,train,1775040201462_6672_1055_12-020.jpg,76,,,,,
2,Printed_on_Box,42,train,1775040201462_6672_1085_12-018.jpg,7,,,,,
2,Printed_on_Box,43,train,1775040201462_6672_1085_12-018.jpg,9,,,,,
2,Printed_on_Box,44,train,1775040201462_6672_1085_12-018.jpg,11,,,,,
2,Printed_on_Box,45,train,1775040201462_6672_1085_12-018.jpg,13,,,,,
2,Printed_on_Box,46,train,1775040201462_6672_1085_12-018.jpg,15,,,,,
2,Printed_on_Box,47,train,1775040201462_6672_1085_12-018.jpg,18,,,,,
2,Printed_on_Box,48,train,1775040201462_6672_1085_12-018.jpg,19,,,,,
3,Handwritten,1,train,1775040201462_6672_1023_12-022.jpg,0,,,,,
3,Handwritten,2,train,1775040201462_6672_1023_12-022.jpg,4,,,,,
3,Handwritten,3,train,1775040201462_6672_1023_12-022.jpg,6,,,,,
3,Handwritten,4,train,1775040201462_6672_1023_12-022.jpg,10,,,,,
3,Handwritten,5,train,1775040201462_6672_1023_12-022.jpg,11,,,,,
3,Handwritten,6,train,1775040201462_6672_1023_12-022.jpg,14,,,,,
3,Handwritten,7,train,1775040201462_6672_1023_12-022.jpg,16,,,,,
3,Handwritten,8,train,1775040201462_6672_1055_12-020.jpg,2,,,,,
3,Handwritten,9,train,1775040201462_6672_1055_12-020.jpg,4,,,,,
3,Handwritten,10,train,1775040201462_6672_1055_12-020.jpg,6,,,,,
3,Handwritten,11,train,1775040201462_6672_1055_12-020.jpg,12,,,,,
3,Handwritten,12,train,1775040201462_6672_1055_12-020.jpg,14,,,,,
3,Handwritten,13,train,1775040201462_6672_1055_12-020.jpg,16,,,,,
3,Handwritten,14,train,1775040201462_6672_1055_12-020.jpg,18,,,,,
3,Handwritten,15,train,1775040201462_6672_1055_12-020.jpg,20,,,,,
3,Handwritten,16,train,1775040201462_6672_1055_12-020.jpg,22,,,,,
3,Handwritten,17,train,1775040201462_6672_1055_12-020.jpg,23,,,,,
3,Handwritten,18,train,1775040201462_6672_1055_12-020.jpg,24,,,,,
3,Handwritten,19,train,1775040201462_6672_1055_12-020.jpg,25,,,,,
3,Handwritten,20,train,1775040201462_6672_1055_12-020.jpg,26,,,,,
3,Handwritten,21,train,1775040201462_6672_1055_12-020.jpg,27,,,,,
3,Handwritten,22,train,1775040201462_6672_1055_12-020.jpg,28,,,,,
3,Handwritten,23,train,1775040201462_6672_1055_12-020.jpg,29,,,,,
3,Handwritten,24,train,1775040201462_6672_1055_12-020.jpg,30,,,,,
3,Handwritten,25,train,1775040201462_6672_1055_12-020.jpg,31,,,,,
3,Handwritten,26,train,1775040201462_6672_1055_12-020.jpg,32,,,,,
3,Handwritten,27,train,1775040201462_6672_1055_12-020.jpg,33,,,,,
3,Handwritten,28,train,1775040201462_6672_1055_12-020.jpg,46,,,,,
3,Handwritten,29,train,1775040201462_6672_1055_12-020.jpg,48,,,,,
3,Handwritten,30,train,1775040201462_6672_1055_12-020.jpg,50,,,,,
3,Handwritten,31,train,1775040201462_6672_1055_12-020.jpg,52,,,,,
3,Handwritten,32,train,1775040201462_6672_1055_12-020.jpg,54,,,,,
3,Handwritten,33,train,1775040201462_6672_1055_12-020.jpg,56,,,,,
3,Handwritten,34,train,1775040201462_6672_1055_12-020.jpg,58,,,,,
3,Handwritten,35,train,1775040201462_6672_1055_12-020.jpg,60,,,,,
3,Handwritten,36,train,1775040201462_6672_1055_12-020.jpg,62,,,,,
3,Handwritten,37,train,1775040201462_6672_1055_12-020.jpg,64,,,,,
3,Handwritten,38,train,1775040201462_6672_1055_12-020.jpg,66,,,,,
3,Handwritten,39,train,1775040201462_6672_1055_12-020.jpg,69,,,,,
3,Handwritten,40,train,1775040201462_6672_1055_12-020.jpg,71,,,,,
3,Handwritten,41,train,1775040201462_6672_1055_12-020.jpg,73,,,,,
3,Handwritten,42,train,1775040201462_6672_1055_12-020.jpg,75,,,,,
3,Handwritten,43,train,1775040201462_6672_1085_12-018.jpg,0,,,,,
3,Handwritten,44,train,1775040201462_6672_1085_12-018.jpg,1,,,,,
3,Handwritten,45,train,1775040201462_6672_1085_12-018.jpg,2,,,,,
3,Handwritten,46,train,1775040201462_6672_1085_12-018.jpg,3,,,,,
3,Handwritten,47,train,1775040201462_6672_1085_12-018.jpg,4,,,,,
3,Handwritten,48,train,1775040201462_6672_1085_12-018.jpg,5,,,,,
