image,region_key,class,expected_sku,sku_digit_class,scorable,any_compatible_track_center_hit,detected,det_id,seg_found,ocr_found,predicted_sku,raw_crop_gt_coverage,buffered_crop_gt_coverage,ocr_exact_match,raw_segmentation_iou_proxy,raw_segmentation_gt_coverage,raw_segmentation_precision_proxy,post_segmentation_iou_proxy,post_segmentation_gt_coverage,post_segmentation_precision_proxy,failure_category
1770339044281_0244_1066_07-017.jpg,1770339044281_0244_1066_07-017.jpg|Pallet_SKU|2356|921|2645|1030,pallet,1006712134,10-digit,yes,yes,yes,2,yes,yes,1006712134,1.0,1.0,yes,0.6788984509466437,0.6935574623716416,0.9698072383949646,0.4701719576719577,1.0,0.4701719576719577,correct
1770339044281_0244_1095_07-016.jpg,1770339044281_0244_1095_07-016.jpg|Printed_on_Box_SKU|2286|3275|2507|3349,printedonbox,N/A,not-visible,no,yes,yes,36,yes,no,,0.9028983734866087,1.0,n/a,0.3651888341543514,1.0,0.3651888341543514,0.22951496388028897,1.0,0.22951496388028897,not_ocr_scorable
1770339044281_0244_1095_07-016.jpg,1770339044281_0244_1095_07-016.jpg|Printed_on_Box_SKU|3446|0|4263|96,printedonbox,1001235985,10-digit,yes,no,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339044281_0244_1101_07-015.jpg,1770339044281_0244_1101_07-015.jpg|Pallet_SKU|2316|638|2650|752,pallet,1009679947,10-digit,yes,yes,yes,3,yes,yes,1009679947,1.0,1.0,yes,0.8186958359754809,0.8925567461689135,0.9082009496453485,0.3825033054208903,1.0,0.3825033054208903,correct
1770339044281_0244_1101_07-015.jpg,1770339044281_0244_1101_07-015.jpg|Pallet_SKU|3194|469|3518|579,pallet,1001294717,10-digit,yes,yes,yes,0,yes,yes,1001294717,1.0,1.0,yes,0.6949655738740446,0.904546575680342,0.7499659168370825,0.2886673786638187,1.0,0.2886673786638187,correct
1770339044281_0244_1101_07-015.jpg,1770339044281_0244_1101_07-015.jpg|Pallet_SKU|2231|1678|2598|1797,pallet,1007989474,10-digit,yes,yes,yes,4,yes,yes,1007989474,1.0,1.0,yes,0.737827014484075,0.7618053945436278,0.9590853806859645,0.5081391010662321,1.0,0.5081391010662321,correct
1770339044281_0244_1131_07-014.jpg,1770339044281_0244_1131_07-014.jpg|Printed_on_Box_SKU|3393|330|3761|406,printedonbox,1006262709,10-digit,yes,yes,yes,1,yes,yes,1006262709,1.0,1.0,yes,0.7362553191489362,0.9273731039288203,0.7813050349966132,0.40259375944068015,1.0,0.40259375944068015,correct
1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.jpg|Pallet_SKU|1461|801|1771|914,pallet,1002787684,10-digit,yes,yes,yes,3,yes,yes,1002787684,0.9935483870967742,1.0,yes,0.794369914229162,0.8612816691505216,0.9109135615661056,0.37678848184003055,1.0,0.37678848184003055,correct
1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.jpg|Pallet_SKU|2985|581|3348|663,pallet,1010574220,10-digit,yes,yes,yes,2,yes,yes,1010574220,1.0,1.0,yes,0.755701394585726,0.8074563197569099,0.9218145430286858,0.46403604587657016,0.9929877870624672,0.46556164383561643,correct
1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.jpg|Other_SKU|2603|400|2834|474,other,1010574220,10-digit,yes,no,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.jpg|Pallet_SKU|1153|1783|1453|1896,pallet,1002961068,10-digit,yes,yes,yes,0,yes,yes,1002961068,1.0,1.0,yes,0.7934337253232586,0.8466386554621849,0.9266094954014417,0.402836230558097,1.0,0.402836230558097,correct
1770339044281_0244_1138_07-013.jpg,1770339044281_0244_1138_07-013.jpg|Pallet_SKU|2481|1673|2883|1800,pallet,1014625469,10-digit,yes,yes,yes,1,yes,yes,1014625469,1.0,1.0,yes,0.7735965453423812,0.7853862212943633,0.9809647979139504,0.4908205960208351,1.0,0.4908205960208351,correct
1770339044281_0244_1167_07-012.jpg,1770339044281_0244_1167_07-012.jpg|Pallet_SKU|4180|625|4624|712,pallet,1009938752,10-digit,yes,yes,yes,1,yes,yes,1009938752,1.0,1.0,yes,0.7476496783770411,0.8890850250073551,0.8245566166439291,0.3807763401109057,1.0,0.3807763401109057,correct
1770339044281_0244_1174_07-011.jpg,1770339044281_0244_1174_07-011.jpg|Pallet_SKU|2788|403|3128|521,pallet,1004912032,10-digit,yes,yes,yes,1,yes,yes,1004912032,1.0,1.0,yes,0.7246232916715337,0.953431184200415,0.7512109469605232,0.28478574867597495,1.0,0.28478574867597495,correct
1770339044281_0244_1174_07-011.jpg,1770339044281_0244_1174_07-011.jpg|Pallet_SKU|3196|1642|3583|1770,pallet,1014625457,10-digit,yes,yes,yes,0,yes,yes,1014625457,1.0,1.0,yes,0.7357706688824263,0.9116477139781927,0.7922648338688031,0.32462856622003466,1.0,0.32462856622003466,correct
1770339044281_0244_1199_07-010.jpg,1770339044281_0244_1199_07-010.jpg|Pallet_SKU|4301|393|4785|514,pallet,1002302320,10-digit,yes,yes,yes,0,yes,yes,1002302320,1.0,1.0,yes,0.7635446426273389,0.8750258089254638,0.857002542177028,0.3810567488282699,1.0,0.3810567488282699,correct
1770339044281_0244_1199_07-010.jpg,1770339044281_0244_1199_07-010.jpg|Pallet_SKU|1612|12|2089|111,pallet,N/A,not-visible,no,yes,yes,2,yes,no,,1.0,1.0,n/a,0.7689632688545969,0.9235531026252983,0.8212355340385317,0.39551622418879057,1.0,0.39551622418879057,not_ocr_scorable
1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.jpg|Pallet_SKU|2181|23|2446|75,pallet,1010123867,10-digit,yes,yes,yes,8,yes,yes,1010123867,1.0,1.0,yes,0.7772479564032697,0.9393155356932847,0.8183401639344262,0.4274153010958078,1.0,0.4274153010958078,correct
1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.jpg|Pallet_SKU|1962|679|2259|793,pallet,1014175477,10-digit,yes,yes,yes,1,yes,yes,1014175477,1.0,1.0,yes,0.7447068902215151,0.9901553982588887,0.750262006041551,0.2864634316878758,1.0,0.2864634316878758,correct
1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.jpg|Pallet_SKU|3357|531|3720|637,pallet,1004929498,10-digit,yes,yes,yes,4,yes,yes,1004929498,1.0,1.0,yes,0.6798917005102572,0.9793010349482526,0.6898045430533545,0.2521987478958219,1.0,0.2521987478958219,correct
1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.jpg|Pallet_SKU|3640|1762|4007|1855,pallet,1014211849,10-digit,yes,yes,yes,0,yes,yes,1014211849,1.0,1.0,yes,0.7779723062231418,0.9572582619339045,0.8059689187518034,0.3861058601134216,1.0,0.3861058601134216,correct
1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.jpg|Pallet_SKU|2263|1845|2605|1972,pallet,1014211843,10-digit,yes,yes,yes,2,yes,yes,1014211843,1.0,1.0,yes,0.702610520792339,0.8849479539571515,0.7732435033686237,0.32772593541865963,1.0,0.32772593541865963,correct
1770339044281_0244_1204_07-009.jpg,1770339044281_0244_1204_07-009.jpg|Other_SKU|1927|522|2123|605,other,1014175477,10-digit,yes,no,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339044281_0244_1222_07-008.jpg,1770339044281_0244_1222_07-008.jpg|Pallet_SKU|366|451|728|529,pallet,1004149174,10-digit,yes,yes,yes,0,yes,yes,1004149174,1.0,1.0,yes,0.8008553459119497,0.9240102171136654,0.8573198319508779,0.39590898643989886,1.0,0.39590898643989886,correct
1770339044281_0244_1222_07-008.jpg,1770339044281_0244_1222_07-008.jpg|Pallet_SKU|2743|395|3194|509,pallet,1009679923,10-digit,yes,yes,yes,2,yes,yes,1009679923,1.0,1.0,yes,0.7393976844022375,0.9681471702934037,0.7578333333333334,0.29839765175292576,1.0,0.29839765175292576,correct
1770339044281_0244_1238_07-007.jpg,1770339044281_0244_1238_07-007.jpg|Pallet_SKU|1185|112|1446|192,pallet,1007989474,10-digit,yes,yes,yes,2,yes,yes,1007989474,1.0,1.0,yes,0.6694142746314973,0.892436974789916,0.7281645569620253,0.26250593904839475,1.0,0.26250593904839475,correct
1770339044281_0244_1238_07-007.jpg,1770339044281_0244_1238_07-007.jpg|Pallet_SKU|1505|753|1792|872,pallet,1012776614,10-digit,yes,yes,yes,3,yes,yes,1012776614,1.0,1.0,yes,0.7127010537992235,0.8262337244815946,0.8383624204860545,0.35136966958486304,1.0,0.35136966958486304,correct
1770339044281_0244_1238_07-007.jpg,1770339044281_0244_1238_07-007.jpg|Pallet_SKU|1931|1796|2269|1894,pallet,1006712135,10-digit,yes,yes,yes,0,yes,yes,1006712135,1.0,1.0,yes,0.7909784811764199,0.9869780456306501,0.799320172571578,0.3290892670574277,1.0,0.3290892670574277,correct
1770339044281_0244_1238_07-007.jpg,1770339044281_0244_1238_07-007.jpg|Pallet_SKU|3353|1710|3760|1820,pallet,1001789733,10-digit,yes,yes,yes,1,yes,yes,1001789733,1.0,1.0,yes,0.8147282291057861,0.9331390770200032,0.8652378692175691,0.35812897494112506,1.0,0.35812897494112506,correct
1770339044281_0244_1238_07-007.jpg,1770339044281_0244_1238_07-007.jpg|Other_SKU|1490|547|1670|627,other,1012776614,10-digit,yes,no,no,,no,no,,0.0,0.0,no,0.0,0.0,0.0,0.0,0.0,0.0,detection_missed
1770339044281_0244_1272_07-006.jpg,1770339044281_0244_1272_07-006.jpg|Pallet_SKU|2365|389|2845|475,pallet,1007532960,10-digit,yes,yes,yes,2,yes,yes,1007532960,1.0,1.0,yes,0.7733465879188351,0.9572927976836771,0.8009811640724366,0.32009916934091776,1.0,0.32009916934091776,correct
1770339044281_0244_1272_07-006.jpg,1770339044281_0244_1272_07-006.jpg|Other_SKU|2509|78|2687|116,other,N/A,not-visible,no,yes,yes,31,yes,no,,0.9210526315789473,1.0,n/a,0.8729348152598377,0.8958076448828607,0.9715814108993648,0.47350751715078093,1.0,0.47350751715078093,not_ocr_scorable
1770339044281_0244_1272_07-006.jpg,1770339044281_0244_1272_07-006.jpg|Pallet_SKU|4397|360|4821|476,pallet,1002076138,10-digit,yes,yes,yes,1,yes,yes,1002076138,1.0,1.0,yes,0.7901645272102694,0.9641297154202515,0.8140973101855301,0.31561577452236395,1.0,0.31561577452236395,correct
1770339044281_0244_1272_07-006.jpg,1770339044281_0244_1272_07-006.jpg|RDC_SKU|2490|1795|2592|1891,rdc,N/A,not-visible,no,yes,yes,30,yes,no,,0.9301470588235294,1.0,n/a,0.45395371263259404,0.5953208978817578,0.6565550906555091,0.3980607627666451,0.9734429339234903,0.40243105476408314,not_ocr_scorable
1770339044281_0244_1277_07-005.jpg,1770339044281_0244_1277_07-005.jpg|Pallet_SKU|1909|613|2213|706,pallet,1006712135,10-digit,yes,yes,yes,1,yes,yes,1006712135,1.0,1.0,yes,0.6320754716981132,0.8017994409503844,0.7491226638374275,0.3123733362545873,0.9963312368972747,0.312733055494626,correct
1770339044281_0244_1277_07-005.jpg,1770339044281_0244_1277_07-005.jpg|Pallet_SKU|2498|609|2826|720,pallet,1014625446,10-digit,yes,yes,yes,6,yes,yes,1014625446,1.0,1.0,yes,0.7382650029708854,0.9522532188841202,0.7666440426975998,0.2976888503570532,1.0,0.2976888503570532,correct
1770339044281_0244_1277_07-005.jpg,1770339044281_0244_1277_07-005.jpg|Pallet_SKU|1963|1690|2304|1811,pallet,1001676075,10-digit,yes,yes,yes,7,yes,yes,1001676075,1.0,1.0,yes,0.782624633431085,0.9620909142116826,0.8075268308827006,0.3287227345109803,1.0,0.3287227345109803,correct
1770339044281_0244_1277_07-005.jpg,1770339044281_0244_1277_07-005.jpg|Pallet_SKU|3694|1512|4124|1625,pallet,1005896999,10-digit,yes,yes,yes,0,yes,yes,1005896999,1.0,1.0,yes,0.7983408795871196,0.9332296987193722,0.8467040531918466,0.3729192546583851,1.0,0.3729192546583851,correct
1770339044281_0244_1309_07-004.jpg,1770339044281_0244_1309_07-004.jpg|Pallet_SKU|4253|554|4686|680,pallet,1007532960,10-digit,yes,yes,yes,0,yes,yes,1007532960,1.0,1.0,yes,0.8163876593337105,0.8389766741911211,0.9680729310548957,0.4405635500640398,1.0,0.4405635500640398,correct
1770339044281_0244_1309_07-004.jpg,1770339044281_0244_1309_07-004.jpg|Pallet_SKU|2374|1625|2752|1744,pallet,482888,6-digit,yes,yes,yes,1,yes,yes,482888,1.0,1.0,yes,0.7823781873264327,0.8048421538639118,0.9655542477324656,0.5943062939461499,1.0,0.5943062939461499,correct
1770339044281_0244_1312_07-003.jpg,1770339044281_0244_1312_07-003.jpg|Pallet_SKU|1600|755|1943|845,pallet,1005478233,10-digit,yes,yes,yes,1,yes,yes,1005478233,1.0,1.0,yes,0.6627943321525318,0.7217904351279287,0.8902183039462637,0.4518512547691977,0.9540477676292052,0.46190397714787956,correct
1770339044281_0244_1312_07-003.jpg,1770339044281_0244_1312_07-003.jpg|Pallet_SKU|3616|448|3980|554,pallet,1004815592,10-digit,yes,yes,yes,0,yes,yes,1004815592,1.0,1.0,yes,0.58223246103452,0.854102861970641,0.6465344951634823,0.29422822962790335,1.0,0.29422822962790335,correct
1770339044281_0244_1312_07-003.jpg,1770339044281_0244_1312_07-003.jpg|Pallet_SKU|3669|1811|4040|1897,pallet,1010234662,10-digit,yes,yes,yes,4,yes,yes,1010234662,1.0,1.0,yes,0.7012525851640847,0.7305284552845528,0.945941678071376,0.5825427897405009,0.9435772357723577,0.6035675282125955,correct
1770339044281_0244_1312_07-003.jpg,1770339044281_0244_1312_07-003.jpg|Pallet_SKU|1429|1923|1780|2032,pallet,1002671570,10-digit,yes,yes,yes,2,yes,yes,1002671570,1.0,1.0,yes,0.8217105846863633,0.9105790974338807,0.8938377648023935,0.385345431813446,1.0,0.385345431813446,correct
1770339044281_0244_1348_07-002.jpg,1770339044281_0244_1348_07-002.jpg|Pallet_SKU|1659|630|1938|773,pallet,234292,6-digit,yes,yes,yes,3,yes,yes,234292,1.0,1.0,yes,0.7509501453163425,0.8900370959194489,0.8277476589452932,0.32816677898306557,1.0,0.32816677898306557,correct
1770339044281_0244_1348_07-002.jpg,1770339044281_0244_1348_07-002.jpg|Pallet_SKU|2794|557|3259|684,pallet,1005200269,10-digit,yes,yes,yes,1,yes,yes,1005200269,1.0,1.0,yes,0.7878778165966858,0.8747375538237073,0.8880739911123957,0.3786023200355685,1.0,0.3786023200355685,correct
1770339044281_0244_1348_07-002.jpg,1770339044281_0244_1348_07-002.jpg|Pallet_SKU|3626|449|4093|540,pallet,1010347299,10-digit,yes,yes,yes,2,yes,yes,1910347299,1.0,1.0,no,0.5475147402747126,0.6539717511901483,0.7708217399369319,0.43160900649190564,0.8265727662588032,0.4745866088370832,ocr_incorrect
1770339044281_0244_1348_07-002.jpg,1770339044281_0244_1348_07-002.jpg|Pallet_SKU|4545|1653|4998|1771,pallet,1001517253,10-digit,yes,yes,yes,0,yes,yes,1001517253,1.0,1.0,yes,0.8253032157560921,0.8932377912928283,0.9156224924387384,0.43280645287395264,1.0,0.43280645287395264,correct
1770339128729_0244_1024_08-002.jpg,1770339128729_0244_1024_08-002.jpg|Pallet_SKU|1855|875|2086|965,pallet,399775,6-digit,yes,yes,yes,0,yes,yes,399775,1.0,1.0,yes,0.7253267237494366,0.736838089424691,0.9789153573238722,0.5218187609491958,1.0,0.5218187609491958,correct
1770339128729_0244_1024_08-002.jpg,1770339128729_0244_1024_08-002.jpg|Pallet_SKU|2961|667|3241|746,pallet,399775,6-digit,yes,yes,yes,1,yes,yes,399775,1.0,1.0,yes,0.7887477596820697,0.8439923288585008,0.9233716475095786,0.43903064026064353,1.0,0.43903064026064353,correct
1770339128729_0244_1024_08-002.jpg,1770339128729_0244_1024_08-002.jpg|Pallet_SKU|4197|354|4468|449,pallet,839469,6-digit,yes,yes,yes,2,yes,yes,839469,1.0,1.0,yes,0.8640313692242476,0.9205148470136615,0.9336921667430143,0.4357044470680834,1.0,0.4357044470680834,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|Pallet_SKU|3279|443|3604|524,pallet,1005721254,10-digit,yes,yes,yes,24,yes,yes,1005721254,1.0,1.0,yes,0.7369717642599962,0.8980832884304518,0.8042324395119598,0.368142144638404,1.0,0.368142144638404,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1001|975|1113|1010,rdc,N/A,not-visible,no,yes,yes,12,yes,no,,0.8571428571428571,1.0,n/a,0.7318579516212044,0.7917594654788419,0.9063097514340345,0.5871199738476627,1.0,0.5871199738476627,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1226|1203|1336|1252,rdc,N/A,not-visible,no,yes,yes,50,yes,yes,1007568504,0.8653061224489796,1.0,n/a,0.6927352123858674,0.9561643835616438,0.7154571545715457,0.31766753698868583,1.0,0.31766753698868583,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1478|1201|1587|1238,rdc,N/A,not-visible,no,yes,yes,47,yes,no,,0.9199107364244979,1.0,n/a,0.636001989060169,0.7798780487804878,0.7751515151515151,0.43451255738590333,0.9810975609756097,0.43818082788671026,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1764|1032|1886|1067,rdc,1012166109,10-digit,yes,yes,yes,19,yes,yes,1012166109,0.8081967213114755,1.0,yes,0.7704985578903997,0.9659090909090909,0.7920372723422279,0.4074074074074074,1.0,0.4074074074074074,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|2071|1043|2193|1082,rdc,1005506561,10-digit,yes,yes,yes,26,yes,yes,1005506561,0.7936107608238756,1.0,yes,0.7868708971553611,0.8874629812438302,0.8740884783665532,0.4635094943948753,1.0,0.4635094943948753,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|2689|1221|2819|1263,rdc,1012166116,10-digit,yes,yes,yes,29,yes,yes,1012166116,0.8538461538461538,1.0,yes,0.8216583273766976,0.9995652173913043,0.8219520915266357,0.3544459855139467,1.0,0.3544459855139467,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|2956|950|3086|988,rdc,1007343423,10-digit,yes,yes,yes,30,yes,yes,1007343423,0.8097165991902834,1.0,yes,0.5433205292360221,0.5449486301369864,0.99453125,0.6022383545069571,0.8523116438356164,0.6724079702803107,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|3158|981|3288|1022,rdc,1004685287,10-digit,yes,yes,yes,25,yes,yes,1004685287,0.7553470919324577,1.0,yes,0.7735849056603774,0.8648299612569953,0.8799824791940429,0.5203853046594982,1.0,0.5203853046594982,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|3363|958|3492|993,rdc,1004685287,10-digit,yes,yes,yes,28,yes,yes,1004685287,0.7900332225913621,1.0,yes,0.7836434443963652,0.8183461364663352,0.9486642221058146,0.49232480533926587,1.0,0.49232480533926587,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|3553|994|3680|1034,rdc,N/A,not-visible,no,yes,yes,23,no,no,,0.8433070866141732,1.0,n/a,0.0,0.0,0.0,0.0,0.0,0.0,segmentation_missing
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|3870|1253|4001|1292,rdc,N/A,not-visible,no,yes,yes,14,yes,yes,1004685287,0.8631826189078098,1.0,n/a,0.77882797731569,0.8648194794290512,0.8867843306069737,0.47927565392354127,1.0,0.47927565392354127,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|3993|1000|4112|1044,rdc,N/A,not-visible,no,yes,yes,32,yes,no,,0.8346065699006876,1.0,n/a,0.8056586270871985,0.8719879518072289,0.9137296159915834,0.42158730158730157,1.0,0.42158730158730157,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1259|1669|1381|1708,rdc,N/A,not-visible,no,yes,yes,13,yes,yes,1007712481,0.8461538461538461,1.0,n/a,0.7363321799307958,0.9453576188360728,0.7690639681966028,0.43163950143815916,1.0,0.43163950143815916,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1609|1568|1734|1616,rdc,N/A,not-visible,no,yes,yes,3,yes,yes,1007712483,0.875,1.0,n/a,0.7321428571428571,0.9287479406919276,0.7757137942896457,0.3518840579710145,1.0,0.3518840579710145,not_ocr_scorable
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1729|1715|1860|1753,rdc,1004685270,10-digit,yes,yes,yes,9,yes,yes,1004685270,0.9069907593411008,1.0,yes,0.8031145717463849,0.8441153546375681,0.9429690901175446,0.5272241627285802,1.0,0.5272241627285802,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1525|1817|1650|1856,rdc,1007712483,10-digit,yes,yes,yes,4,yes,yes,1007712483,0.7885128205128206,1.0,yes,0.7008578888474449,0.8208824814329402,0.8273888154997798,0.44882352941176473,1.0,0.44882352941176473,correct
1770339128729_0244_1054_08-003.jpg,1770339128729_0244_1054_08-003.jpg|RDC_SKU|1236|1946|1361|1993,rdc,1004685270,10-digit,yes,yes,yes,20,yes,yes,1004685270,0.8583829787234043,1.0,yes,0.44695100458230524,0.48619631901840493,0.8470273881095525,0.4421906693711968,0.6687116564417178,0.5662337662337662,correct
