image,geometry,outcome,class,det_id,confidence,region_key,iou,ground_truth_coverage,fully_covered,failure_category
1770339044281_0244_1031_07-020.jpg,buffered,TP,rdc,3,0.75927734375,1770339044281_0244_1031_07-020.jpg|OD|21,0.6504672897196262,1.0,yes,
1770339044281_0244_1031_07-020.jpg,buffered,TP,rdc,19,0.4814453125,1770339044281_0244_1031_07-020.jpg|OD|1,0.6547082676278441,1.0,yes,
1770339044281_0244_1031_07-020.jpg,raw,FP,handwritten,22,0.334228515625,,0.0,0.0,no,false_positive
1770339044281_0244_1031_07-020.jpg,raw,FP,other,24,0.273193359375,,0.0,0.0,no,false_positive
1770339044281_0244_1031_07-020.jpg,raw,FP,printedonbox,25,0.2724609375,,0.0,0.0,no,false_positive
1770339044281_0244_1031_07-020.jpg,raw,FN,handwritten,,,1770339044281_0244_1031_07-020.jpg|OD|12,0.0,0.0,no,detection_missed
1770339044281_0244_1031_07-020.jpg,raw,FN,handwritten,,,1770339044281_0244_1031_07-020.jpg|OD|14,0.0,0.0,no,detection_missed
1770339044281_0244_1058_07-018.jpg,raw,FP,other,13,0.303466796875,,0.0,0.0,no,false_positive
1770339044281_0244_1058_07-018.jpg,raw,FN,rdc,,,1770339044281_0244_1058_07-018.jpg|OD|2,0.0,0.0,no,detection_missed
1770339044281_0244_1066_07-017.jpg,raw,TP,pallet,0,0.861328125,1770339044281_0244_1066_07-017.jpg|OD|7,0.9797592084873048,0.9838875721228663,no,
1770339044281_0244_1066_07-017.jpg,raw,TP,pallet,1,0.83837890625,1770339044281_0244_1066_07-017.jpg|OD|3,0.9599244552950389,0.9715151515151516,no,
1770339044281_0244_1066_07-017.jpg,raw,TP,pallet,2,0.837890625,1770339044281_0244_1066_07-017.jpg|OD|11,0.9628369378314887,0.9628369378314887,no,
1770339044281_0244_1066_07-017.jpg,raw,TP,pallet,3,0.8349609375,1770339044281_0244_1066_07-017.jpg|OD|5,0.9772195367352742,0.9772195367352742,no,
1770339044281_0244_1066_07-017.jpg,raw,TP,pallet,4,0.8203125,1770339044281_0244_1066_07-017.jpg|OD|9,0.9641986398049531,0.971403454338608,no,
1770339044281_0244_1066_07-017.jpg,buffered,TP,pallet,0,0.861328125,1770339044281_0244_1066_07-017.jpg|OD|7,0.6016333938294011,1.0,yes,
1770339044281_0244_1066_07-017.jpg,buffered,TP,pallet,1,0.83837890625,1770339044281_0244_1066_07-017.jpg|OD|3,0.6045432340009771,1.0,yes,
1770339044281_0244_1066_07-017.jpg,buffered,TP,pallet,2,0.837890625,1770339044281_0244_1066_07-017.jpg|OD|11,0.6178281524707291,1.0,yes,
1770339044281_0244_1066_07-017.jpg,buffered,TP,pallet,3,0.8349609375,1770339044281_0244_1066_07-017.jpg|OD|5,0.6106247287054659,1.0,yes,
1770339044281_0244_1066_07-017.jpg,buffered,TP,pallet,4,0.8203125,1770339044281_0244_1066_07-017.jpg|OD|9,0.6066823529411765,1.0,yes,
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,5,0.818359375,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,6,0.80029296875,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,7,0.76220703125,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,8,0.75732421875,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,9,0.67431640625,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,rdc,10,0.452880859375,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,11,0.385498046875,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,other,12,0.342041015625,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,printedonbox,13,0.327392578125,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,rdc,14,0.31982421875,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,printedonbox,15,0.31884765625,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,pallet,16,0.298583984375,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,printedonbox,17,0.287353515625,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FP,printedonbox,18,0.278564453125,,0.0,0.0,no,false_positive
1770339044281_0244_1066_07-017.jpg,raw,FN,other,,,1770339044281_0244_1066_07-017.jpg|OD|1,0.0,0.0,no,detection_missed
1770339044281_0244_1095_07-016.jpg,raw,TP,printedonbox,36,0.434326171875,1770339044281_0244_1095_07-016.jpg|OD|35,0.9165001577452939,0.9165001577452939,no,
1770339044281_0244_1095_07-016.jpg,buffered,TP,printedonbox,36,0.434326171875,1770339044281_0244_1095_07-016.jpg|OD|35,0.6542139662882697,1.0,yes,
1770339044281_0244_1095_07-016.jpg,raw,FP,rdc,34,0.467041015625,,0.0,0.0,no,false_positive
1770339044281_0244_1095_07-016.jpg,raw,FP,printedonbox,35,0.464111328125,,0.0,0.0,no,false_positive
1770339044281_0244_1095_07-016.jpg,raw,FP,printedonbox,37,0.3359375,,0.0,0.0,no,false_positive
1770339044281_0244_1095_07-016.jpg,raw,FP,handwritten,38,0.324462890625,,0.0,0.0,no,false_positive
1770339044281_0244_1095_07-016.jpg,raw,FP,printedonbox,39,0.296630859375,,0.0,0.0,no,false_positive
1770339044281_0244_1095_07-016.jpg,raw,FP,printedonbox,40,0.294189453125,,0.0,0.0,no,false_positive
1770339044281_0244_1095_07-016.jpg,raw,FN,printedonbox,,,1770339044281_0244_1095_07-016.jpg|OD|37,0.0,0.0,no,detection_missed
1770339044281_0244_1101_07-015.jpg,raw,TP,pallet,0,0.83642578125,1770339044281_0244_1101_07-015.jpg|OD|3,0.9742534514566059,0.9897435897435898,no,
1770339044281_0244_1101_07-015.jpg,raw,TP,pallet,3,0.8330078125,1770339044281_0244_1101_07-015.jpg|OD|1,0.9871969518502965,0.9900464294518859,no,
1770339044281_0244_1101_07-015.jpg,raw,TP,pallet,4,0.8193359375,1770339044281_0244_1101_07-015.jpg|OD|5,0.9865378939428722,0.9896373056994818,no,
1770339044281_0244_1101_07-015.jpg,buffered,TP,pallet,0,0.83642578125,1770339044281_0244_1101_07-015.jpg|OD|3,0.5939449541284404,1.0,yes,
1770339044281_0244_1101_07-015.jpg,buffered,TP,pallet,3,0.8330078125,1770339044281_0244_1101_07-015.jpg|OD|1,0.5980219915228208,1.0,yes,
1770339044281_0244_1101_07-015.jpg,buffered,TP,pallet,4,0.8193359375,1770339044281_0244_1101_07-015.jpg|OD|5,0.597905192761605,1.0,yes,
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,1,0.83544921875,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,2,0.8349609375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,5,0.80126953125,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,6,0.7880859375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,7,0.75146484375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,8,0.69921875,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,rdc,9,0.53759765625,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,10,0.51123046875,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,pallet,11,0.4521484375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,printedonbox,12,0.390380859375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,printedonbox,13,0.337646484375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,rdc,14,0.299560546875,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,printedonbox,15,0.295166015625,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,printedonbox,16,0.271240234375,,0.0,0.0,no,false_positive
1770339044281_0244_1101_07-015.jpg,raw,FP,printedonbox,17,0.26318359375,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,TP,printedonbox,1,0.64697265625,1770339044281_0244_1131_07-014.jpg|OD|3,0.8431764841675965,0.9362983850294796,no,
1770339044281_0244_1131_07-014.jpg,buffered,TP,printedonbox,1,0.64697265625,1770339044281_0244_1131_07-014.jpg|OD|3,0.5661828737300435,1.0,yes,
1770339044281_0244_1131_07-014.jpg,raw,FP,pallet,0,0.853515625,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,rdc,5,0.5009765625,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,rdc,7,0.453369140625,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,rdc,8,0.434326171875,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,pallet,9,0.389404296875,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,rdc,10,0.3232421875,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,rdc,12,0.284423828125,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,rdc,13,0.277099609375,,0.0,0.0,no,false_positive
1770339044281_0244_1131_07-014.jpg,raw,FP,other,14,0.25537109375,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,TP,pallet,0,0.85693359375,1770339044281_0244_1138_07-013.jpg|OD|7,0.987743194347093,0.9908403329405951,no,
1770339044281_0244_1138_07-013.jpg,raw,TP,pallet,1,0.84765625,1770339044281_0244_1138_07-013.jpg|OD|9,0.9532932971716389,0.9532932971716389,no,
1770339044281_0244_1138_07-013.jpg,raw,TP,pallet,2,0.83935546875,1770339044281_0244_1138_07-013.jpg|OD|3,0.9844575406882653,0.9883810049357736,no,
1770339044281_0244_1138_07-013.jpg,raw,TP,pallet,3,0.83740234375,1770339044281_0244_1138_07-013.jpg|OD|1,0.9461832733757011,0.9743354329027437,no,
1770339044281_0244_1138_07-013.jpg,buffered,TP,pallet,0,0.85693359375,1770339044281_0244_1138_07-013.jpg|OD|7,0.5982900152352366,1.0,yes,
1770339044281_0244_1138_07-013.jpg,buffered,TP,pallet,1,0.84765625,1770339044281_0244_1138_07-013.jpg|OD|9,0.622685436495012,1.0,yes,
1770339044281_0244_1138_07-013.jpg,buffered,TP,pallet,2,0.83935546875,1770339044281_0244_1138_07-013.jpg|OD|3,0.5987408069114893,1.0,yes,
1770339044281_0244_1138_07-013.jpg,buffered,TP,pallet,3,0.83740234375,1770339044281_0244_1138_07-013.jpg|OD|1,0.5926868004277317,1.0,yes,
1770339044281_0244_1138_07-013.jpg,raw,FP,pallet,4,0.78076171875,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,pallet,5,0.68310546875,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,printedonbox,6,0.373779296875,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,other,7,0.325439453125,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,printedonbox,8,0.31298828125,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,printedonbox,9,0.30712890625,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,other,10,0.271728515625,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,printedonbox,11,0.268310546875,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,printedonbox,12,0.267333984375,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,other,13,0.260498046875,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,other,14,0.25146484375,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FP,other,15,0.250732421875,,0.0,0.0,no,false_positive
1770339044281_0244_1138_07-013.jpg,raw,FN,other,,,1770339044281_0244_1138_07-013.jpg|OD|5,0.0,0.0,no,detection_missed
1770339044281_0244_1167_07-012.jpg,raw,TP,pallet,1,0.81884765625,1770339044281_0244_1167_07-012.jpg|OD|1,0.9620994183636296,0.9941972920696325,no,
1770339044281_0244_1167_07-012.jpg,buffered,TP,pallet,1,0.81884765625,1770339044281_0244_1167_07-012.jpg|OD|1,0.5765943113772455,1.0,yes,
1770339044281_0244_1167_07-012.jpg,raw,FP,pallet,0,0.8720703125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,pallet,2,0.56103515625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,3,0.5205078125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,4,0.51025390625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,5,0.482421875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,6,0.474365234375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,7,0.472900390625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,8,0.464111328125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,9,0.4560546875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,10,0.452392578125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,pallet,11,0.442626953125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,12,0.41845703125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,rdc,13,0.408447265625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,rdc,14,0.404541015625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,15,0.400634765625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,16,0.39990234375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,17,0.39501953125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,18,0.393798828125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,19,0.370361328125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,20,0.361328125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,21,0.3525390625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,22,0.352294921875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,23,0.35107421875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,24,0.34619140625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,rdc,25,0.343017578125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,26,0.339111328125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,27,0.336669921875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,28,0.335693359375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,29,0.302490234375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,30,0.2958984375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,31,0.29443359375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,rdc,32,0.2939453125,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,33,0.291748046875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,34,0.2890625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,35,0.281005859375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,36,0.279052734375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,37,0.273193359375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,38,0.271484375,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,39,0.261962890625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,40,0.26123046875,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,printedonbox,41,0.260009765625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,42,0.2587890625,,0.0,0.0,no,false_positive
1770339044281_0244_1167_07-012.jpg,raw,FP,other,43,0.25439453125,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,TP,pallet,0,0.8974609375,1770339044281_0244_1174_07-011.jpg|OD|3,0.9782016182630806,0.9978354978354979,no,
1770339044281_0244_1174_07-011.jpg,raw,TP,pallet,1,0.841796875,1770339044281_0244_1174_07-011.jpg|OD|1,0.9705313208381711,0.9925925925925926,no,
1770339044281_0244_1174_07-011.jpg,buffered,TP,pallet,0,0.8974609375,1770339044281_0244_1174_07-011.jpg|OD|3,0.5822285153491539,1.0,yes,
1770339044281_0244_1174_07-011.jpg,buffered,TP,pallet,1,0.841796875,1770339044281_0244_1174_07-011.jpg|OD|1,0.5841260404280618,1.0,yes,
1770339044281_0244_1174_07-011.jpg,raw,FP,pallet,2,0.82275390625,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,pallet,3,0.8134765625,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,rdc,4,0.351806640625,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,printedonbox,5,0.329345703125,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,printedonbox,6,0.298583984375,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,rdc,7,0.294677734375,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,rdc,8,0.281005859375,,0.0,0.0,no,false_positive
1770339044281_0244_1174_07-011.jpg,raw,FP,printedonbox,9,0.256591796875,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,TP,pallet,0,0.845703125,1770339044281_0244_1199_07-010.jpg|OD|1,0.977804173528062,0.9970326409495549,no,
1770339044281_0244_1199_07-010.jpg,raw,TP,pallet,2,0.6435546875,1770339044281_0244_1199_07-010.jpg|OD|3,0.9177554947837536,0.99812734082397,no,
1770339044281_0244_1199_07-010.jpg,buffered,TP,pallet,0,0.845703125,1770339044281_0244_1199_07-010.jpg|OD|1,0.5837907849741599,1.0,yes,
1770339044281_0244_1199_07-010.jpg,buffered,TP,pallet,2,0.6435546875,1770339044281_0244_1199_07-010.jpg|OD|3,0.6184344982628245,1.0,yes,
1770339044281_0244_1199_07-010.jpg,raw,FP,pallet,1,0.8154296875,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,pallet,3,0.572265625,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,pallet,7,0.464111328125,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,pallet,8,0.45361328125,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,pallet,9,0.420654296875,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,other,10,0.40380859375,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,printedonbox,11,0.371826171875,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,printedonbox,12,0.321533203125,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,printedonbox,13,0.2978515625,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,handwritten,14,0.28271484375,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,printedonbox,15,0.275634765625,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,printedonbox,16,0.264404296875,,0.0,0.0,no,false_positive
1770339044281_0244_1199_07-010.jpg,raw,FP,printedonbox,17,0.25537109375,,0.0,0.0,no,false_positive
1770339044281_0244_1204_07-009.jpg,raw,TP,pallet,0,0.8818359375,1770339044281_0244_1204_07-009.jpg|OD|7,0.9636279136279137,1.0,yes,
1770339044281_0244_1204_07-009.jpg,raw,TP,pallet,1,0.85986328125,1770339044281_0244_1204_07-009.jpg|OD|3,0.9441251213367217,1.0,yes,
1770339044281_0244_1204_07-009.jpg,raw,TP,pallet,2,0.85791015625,1770339044281_0244_1204_07-009.jpg|OD|9,0.9732580037664783,0.9975550122249389,no,
1770339044281_0244_1204_07-009.jpg,raw,TP,pallet,4,0.841796875,1770339044281_0244_1204_07-009.jpg|OD|5,0.9526205051388396,0.9951338199513382,no,
1770339044281_0244_1204_07-009.jpg,raw,TP,pallet,8,0.68603515625,1770339044281_0244_1204_07-009.jpg|OD|1,0.8853896103896104,1.0,yes,
1770339044281_0244_1204_07-009.jpg,buffered,TP,pallet,0,0.8818359375,1770339044281_0244_1204_07-009.jpg|OD|7,0.5720804468894323,1.0,yes,
1770339044281_0244_1204_07-009.jpg,buffered,TP,pallet,1,0.85986328125,1770339044281_0244_1204_07-009.jpg|OD|3,0.5620637486932751,1.0,yes,
1770339044281_0244_1204_07-009.jpg,buffered,TP,pallet,2,0.85791015625,1770339044281_0244_1204_07-009.jpg|OD|9,0.5806090089491773,1.0,yes,
1770339044281_0244_1204_07-009.jpg,buffered,TP,pallet,4,0.841796875,1770339044281_0244_1204_07-009.jpg|OD|5,0.5713613883132387,1.0,yes,
1770339044281_0244_1204_07-009.jpg,buffered,TP,pallet,8,0.68603515625,1770339044281_0244_1204_07-009.jpg|OD|1,0.5864516129032258,1.0,yes,
1770339044281_0244_1204_07-009.jpg,raw,FP,pallet,3,0.8525390625,,0.0,0.0,no,false_positive
1770339044281_0244_1204_07-009.jpg,raw,FP,pallet,5,0.83349609375,,0.0,0.0,no,false_positive
1770339044281_0244_1204_07-009.jpg,raw,FP,pallet,6,0.79541015625,,0.0,0.0,no,false_positive
1770339044281_0244_1204_07-009.jpg,raw,FP,pallet,7,0.76806640625,,0.0,0.0,no,false_positive
1770339044281_0244_1204_07-009.jpg,raw,FP,handwritten,9,0.50537109375,,0.0,0.0,no,false_positive
1770339044281_0244_1204_07-009.jpg,raw,FP,handwritten,10,0.44189453125,,0.0,0.0,no,false_positive
